ProductionVolume,ProductionCost,SupplierQuality,DeliveryDelay,DefectRate,QualityScore,MaintenanceHours,DowntimePercentage,InventoryTurnover,StockoutRate,WorkerProductivity,SafetyIncidents,EnergyConsumption,EnergyEfficiency,AdditiveProcessTime,AdditiveMaterialCost,DefectStatus
478,8704.681986,88.41473125,3,3.150246418,80.62944753,15,0.808536731,7.00097187,0.05933294,92.68581813,6,4989.816669,0.193100149,9.361763385,143.2652721,1
872,18593.81871,90.0389081,5,1.126345112,75.07972941,19,0.905311765,8.385228121,0.091786285,81.04680601,1,4947.486645,0.306674262,6.450085954,262.6502675,1
589,8743.192998,98.19860316,2,0.515245316,96.87381998,6,2.858595502,2.547976598,0.00099998,99.43398156,9,2414.854318,0.454382315,4.835012659,453.1683089,0
330,9079.245892,94.34523752,4,1.603805421,61.4500927,2,1.718292898,3.680843596,0.039311979,80.27746136,3,3015.701415,0.446777003,5.614399553,254.525607,1
140,16390.97394,91.64140262,4,3.670637145,94.24520881,15,2.107646824,3.235682884,0.084977549,94.61400337,0,4618.760635,0.475934913,8.466441294,269.8558436,1
127,11746.09764,95.95609363,0,0.946375386,69.23271141,18,4.032733039,3.524489922,0.041046998,97.79059897,7,1368.67065,0.293643919,9.361989962,367.3095522,1
234,16650.65835,97.28732533,3,4.589993482,93.94945311,19,4.518155302,2.824112633,0.072005488,83.51623108,9,2809.215615,0.264226778,7.567289509,366.2254198,1
300,5980.492363,89.13776143,0,1.467601562,65.56786454,15,3.952768398,6.496655211,0.06919249,86.86714381,9,2510.309393,0.366315128,7.838630496,109.1607834,1
939,12313.56791,89.5021673,1,1.420671264,83.20875855,1,1.174641316,6.747451256,0.020545871,91.22458681,8,2179.531091,0.266704231,3.883402397,282.2789704,1
879,5504.204003,87.72101871,4,1.316785827,95.52431676,13,4.899856448,8.747918045,0.04495945,93.59618572,0,4976.816848,0.116777838,5.203316757,233.4047379,1
132,5939.798052,99.3341228,3,0.562917708,78.94158588,19,1.815882504,5.341905412,0.056618671,97.43751736,6,3934.197176,0.387968581,8.966891741,351.0780989,1
147,18596.5618,93.94332509,5,3.973124608,89.86266695,9,0.845335306,6.259077705,0.071546294,95.22140942,0,2554.98797,0.212393577,8.073406991,322.2809263,1
602,7088.680567,81.66446132,0,4.437655391,92.18686471,18,2.497483527,9.930432475,0.082238963,87.26662288,0,4316.087567,0.119634125,7.158438266,360.3446508,1
506,12986.31023,97.25919247,5,3.263732162,89.45976835,23,3.626428848,6.254760667,0.075993321,96.43439624,8,2958.664403,0.108248431,1.587221523,361.5069546,1
673,11166.43404,89.61119882,5,1.346899918,97.01318947,10,0.416354407,6.588608702,0.002831147,99.32153442,9,4491.297649,0.472544507,1.355564975,201.9487445,0
827,10210.14989,81.37507813,5,1.783750986,77.87336922,17,3.171434573,9.967339319,0.067063784,84.53972362,9,2065.519383,0.200830403,2.173698488,198.5859058,1
904,18497.50019,90.9943451,0,2.641670138,66.92501757,10,4.290389617,9.953035052,0.049731546,81.48191187,5,1894.40091,0.279159677,6.232519893,248.112958,1
198,5327.350952,88.34328558,1,4.794556782,61.91244255,8,1.308907413,5.392243565,0.057386174,88.53239464,0,1989.146725,0.480230581,5.827481626,196.7833842,1
783,14956.84529,97.5549881,0,1.613081173,69.85839479,18,3.465616061,7.079574637,0.037296621,97.62794208,6,3153.922305,0.287006792,9.484217439,373.1232311,1
971,19450.91651,84.07989207,2,3.792406568,65.72790016,19,1.99954315,5.846420063,0.071402621,83.0058301,2,2165.253565,0.131443729,7.25283676,341.1463901,1
825,13402.52275,96.52929219,4,2.477517005,82.31794966,9,2.070675716,7.765723613,0.067388851,97.71596376,9,1588.478737,0.320774419,3.645753556,186.5548027,1
646,19052.33693,91.15377382,0,1.840313068,67.39781349,2,1.404070156,9.507092169,0.057948648,99.84426047,3,4978.511674,0.135279461,2.453466644,453.6419235,1
838,5783.868189,81.09220606,0,2.551621717,61.55734829,2,3.121968982,4.477274467,0.086160553,81.08004462,3,4601.73291,0.138035151,8.645799154,284.265046,1
712,11281.89979,99.43690603,1,0.820430229,61.43959315,23,1.804996265,8.551001364,0.010190002,89.90512748,7,3540.04975,0.44059083,5.136616933,150.8212893,1
561,8902.366864,90.25230488,2,4.094093169,93.26277993,7,4.154515017,7.238791462,0.030102328,86.57770989,0,4566.171496,0.215768617,6.881225477,185.1862352,1
742,15962.31447,85.81753708,0,1.594858676,83.65799726,5,4.814527115,4.24147841,0.049513042,87.8735971,7,4741.85095,0.37146808,6.086292459,315.9402253,0
868,19719.45636,89.38813684,4,3.764354554,74.32341208,19,4.6754384,8.378397265,0.095860481,89.03269505,8,3704.433167,0.303569734,1.967107115,235.3696066,1
104,8847.950937,97.15715567,4,0.807567672,95.76912171,0,0.815641865,5.417064154,0.007196339,94.79407913,6,3074.719115,0.188930676,1.513525453,440.4887746,0
317,14812.61902,86.09806249,0,4.797943503,62.80786446,19,0.0709515,2.963177404,0.033707749,91.82599406,0,4528.007169,0.307128119,4.393163707,297.894163,1
